order_id,customer_id,restaurant_id,order_datetime,order_status,gross_amount,discount_amount,delivery_fee,promo_code,payment_method,net_amount,cancellation_reason
ORD_010276,CUST_00813,REST_0456,2025-12-25 04:11:45.447894,Delivered,78.68,43.17,10,FREESHIP,Card,35.510000000000005,
ORD_010277,CUST_00038,REST_0131,2025-12-18 10:08:34.447894,Delivered,217.47,20.53,10,NEWUSER,Card,196.94,
ORD_010278,CUST_02461,REST_0473,2025-12-10 04:39:30.447894,Delivered,152.67,10.22,15,,Cash,142.45,
ORD_010279,CUST_04339,REST_0157,2025-10-15 09:20:13.447894,In Progress,445.8,44.9,5,FREESHIP,Card,400.90000000000003,
ORD_010280,CUST_05484,REST_0277,2025-11-29 06:35:44.447894,Delivered,299.1,20.72,5,,Cash,278.38,
ORD_010281,CUST_03720,REST_0054,2025-12-14 21:38:54.447894,Delivered,112.09,46.44,5,FREESHIP,Wallet,65.65,
ORD_010282,CUST_07232,REST_0244,2025-11-08 09:22:38.447894,Delivered,258.02,15.46,0,SAVE10,Card,242.55999999999997,
ORD_010283,CUST_09047,REST_0390,2025-12-04 23:33:17.447894,In Progress,49.45,20.74,15,SAVE10,Card,28.710000000000004,
ORD_010284,CUST_02355,REST_0377,2025-12-13 03:45:00.447894,Delivered,241.04,45.31,10,FREESHIP,Card,195.73,
ORD_010285,CUST_04043,REST_0215,2025-12-29 15:57:36.447894,Delivered,453.71,2.98,15,,Cash,450.72999999999996,
ORD_010286,CUST_09990,REST_0498,2025-12-04 02:52:40.447894,Delivered,274.23,48.85,15,NEWUSER,Card,225.38000000000002,
ORD_010287,CUST_00175,REST_0011,2025-11-23 13:34:37.447894,Delivered,131.59,2.22,0,NEWUSER,Card,129.37,
ORD_010288,CUST_09905,REST_0454,2025-12-23 03:17:37.447894,Delivered,461.0,30.13,10,FREESHIP,Card,430.87,
ORD_010289,CUST_06741,REST_0411,2025-10-29 13:31:03.447894,Delivered,472.02,23.81,15,SAVE10,Card,448.21,
ORD_010290,CUST_00672,REST_0219,2026-01-05 07:57:47.447894,Cancelled,159.36,28.97,5,NEWUSER,Cash,130.39000000000001,Restaurant Busy
ORD_010291,CUST_00694,REST_0205,2025-11-08 06:57:52.447894,In Progress,111.65,18.55,10,,Wallet,93.10000000000001,
ORD_010292,CUST_08740,REST_0381,2025-11-21 21:01:36.447894,Delivered,72.56,37.21,5,FREESHIP,Wallet,35.35,
ORD_010293,CUST_05977,REST_0444,2025-12-23 10:08:23.447894,Delivered,392.72,38.63,15,NEWUSER,Card,354.09000000000003,
ORD_010294,CUST_01123,REST_0201,2025-10-23 22:57:21.447894,Delivered,366.03,35.55,0,SAVE10,Card,330.47999999999996,
ORD_010295,CUST_03298,REST_0072,2025-12-04 22:35:38.447894,Delivered,390.72,1.71,0,FREESHIP,Wallet,389.01000000000005,
ORD_010296,CUST_03987,REST_0109,2025-12-12 23:44:57.447894,Delivered,106.15,0.28,0,,Wallet,105.87,
ORD_010297,CUST_02597,REST_0027,2025-11-01 04:01:05.447894,Delivered,487.84,33.68,0,,Card,454.15999999999997,
ORD_010298,CUST_04369,REST_0416,2026-01-01 00:46:37.447894,Delivered,120.12,5.86,0,FREESHIP,Card,114.26,
ORD_010299,CUST_03024,REST_0349,2025-12-25 03:03:03.447894,Delivered,47.82,2.66,10,,Wallet,45.16,
ORD_010300,CUST_08976,REST_0494,2025-11-26 12:32:44.447894,Delivered,214.82,2.64,10,FREESHIP,Card,212.18,
ORD_010301,CUST_09402,REST_0289,2025-10-26 04:28:59.447894,Delivered,290.65,0.78,0,,Card,289.87,
ORD_010302,CUST_09132,REST_0005,2025-11-08 11:45:18.447894,Delivered,225.59,34.77,10,SAVE10,Card,190.82,
ORD_010303,CUST_01529,REST_0486,2025-10-13 11:22:44.447894,Delivered,258.1,49.0,10,FREESHIP,Card,209.10000000000002,
ORD_010304,CUST_00094,REST_0265,2025-12-07 11:35:06.447894,Delivered,293.71,27.98,0,,Card,265.72999999999996,
ORD_010305,CUST_09523,REST_0500,2025-10-18 13:29:43.447894,Delivered,129.12,32.69,10,SAVE10,Card,96.43,
ORD_010306,CUST_09954,REST_0141,2025-11-28 03:24:45.447894,Delivered,425.96,35.28,5,,Card,390.67999999999995,
ORD_010307,CUST_06661,REST_0225,2025-10-30 19:59:39.447894,Delivered,155.18,4.19,0,FREESHIP,Card,150.99,
ORD_010308,CUST_05050,REST_0350,2025-12-19 21:18:15.447894,Delivered,499.15,32.72,15,SAVE10,Card,466.42999999999995,
ORD_010309,CUST_02222,REST_0374,2025-11-06 12:11:31.447894,Delivered,488.22,42.75,0,FREESHIP,Card,445.47,
ORD_010310,CUST_02743,REST_0089,2025-12-09 23:02:55.447894,Delivered,176.52,41.48,10,NEWUSER,Card,135.04000000000002,
ORD_010311,CUST_01097,REST_0134,2025-12-24 18:49:20.447894,Cancelled,278.81,14.83,10,FREESHIP,Card,263.98,Restaurant Busy
ORD_010312,CUST_08192,REST_0103,2025-12-07 18:19:28.447894,In Progress,465.89,0.69,0,,Card,465.2,
ORD_010313,CUST_05004,REST_0330,2025-12-31 12:44:16.447894,Cancelled,291.74,33.19,15,FREESHIP,Card,258.55,Item Unavailable
ORD_010314,CUST_02104,REST_0420,2025-12-02 17:04:21.447894,Delivered,397.8,35.53,10,,Wallet,362.27,
ORD_010315,CUST_02743,REST_0125,2026-01-03 06:19:31.447894,Delivered,249.17,46.85,5,NEWUSER,Wallet,202.32,
ORD_010316,CUST_04730,REST_0434,2025-10-16 20:48:02.447894,Cancelled,251.1,4.27,5,FREESHIP,Card,246.82999999999998,Restaurant Busy
ORD_010317,CUST_04300,REST_0445,2025-12-15 17:40:40.447894,Delivered,204.56,48.0,10,FREESHIP,Wallet,156.56,
ORD_010318,CUST_03663,REST_0304,2026-01-04 09:29:09.447894,Delivered,258.11,0.98,0,SAVE10,Cash,257.13,
ORD_010319,CUST_08208,REST_0083,2025-12-01 20:18:06.447894,Delivered,56.81,22.13,5,,Card,34.68000000000001,
ORD_010320,CUST_00126,REST_0267,2025-10-13 15:04:12.447894,Delivered,485.08,20.29,10,FREESHIP,Card,464.78999999999996,
ORD_010321,CUST_05998,REST_0401,2025-10-31 07:15:18.447894,Delivered,429.35,0.6,0,FREESHIP,Wallet,428.75,
ORD_010322,CUST_05675,REST_0386,2025-12-16 04:20:24.447894,Delivered,429.53,37.64,15,,Card,391.89,
ORD_010323,CUST_04175,REST_0263,2025-10-14 23:39:47.447894,Delivered,349.08,0.84,0,NEWUSER,Cash,348.24,
ORD_010324,CUST_08981,REST_0361,2025-10-28 02:47:40.447894,Delivered,120.7,40.61,10,FREESHIP,Cash,80.09,
ORD_010325,CUST_05499,REST_0057,2025-10-10 14:23:00.447894,Delivered,130.48,15.88,10,,Wallet,114.6,
ORD_010326,CUST_06408,REST_0287,2025-10-19 05:46:08.447894,Delivered,71.31,9.55,15,NEWUSER,Card,61.760000000000005,
ORD_010327,CUST_02353,REST_0377,2025-10-19 16:49:20.447894,Delivered,397.33,24.85,5,SAVE10,Wallet,372.47999999999996,
ORD_010328,CUST_09704,REST_0187,2025-11-23 09:35:09.447894,Delivered,451.47,1.29,0,FREESHIP,Wallet,450.18,
ORD_010329,CUST_06884,REST_0479,2025-11-28 13:46:33.447894,Delivered,319.57,8.21,0,,Wallet,311.36,
ORD_010330,CUST_04221,REST_0174,2025-10-21 07:09:39.447894,Delivered,429.44,46.61,0,SAVE10,Card,382.83,
ORD_010331,CUST_04838,REST_0337,2025-10-29 12:33:22.447894,Cancelled,455.75,45.6,0,FREESHIP,Cash,410.15,Payment Failed
ORD_010332,CUST_08273,REST_0335,2025-10-10 15:23:12.447894,Delivered,98.97,10.99,5,,Card,87.98,
ORD_010333,CUST_07016,REST_0135,2025-12-24 18:13:23.447894,Delivered,211.56,6.82,5,SAVE10,Card,204.74,
ORD_010334,CUST_09837,REST_0094,2025-12-21 00:57:29.447894,In Progress,95.21,25.66,5,SAVE10,Card,69.55,
ORD_010335,CUST_00175,REST_0487,2025-12-05 04:51:32.447894,Delivered,216.38,33.92,5,,Wallet,182.45999999999998,
ORD_010336,CUST_08868,REST_0398,2025-10-29 23:04:50.447894,Delivered,250.51,13.28,15,NEWUSER,Wallet,237.23,
ORD_010337,CUST_08540,REST_0351,2025-12-11 04:08:38.447894,Delivered,363.72,11.11,0,SAVE10,Card,352.61,
ORD_010338,CUST_09583,REST_0009,2025-11-30 22:04:12.447894,In Progress,344.85,49.5,15,NEWUSER,Cash,295.35,
ORD_010339,CUST_01559,REST_0009,2025-12-08 10:43:34.447894,Delivered,494.79,24.36,5,FREESHIP,Card,470.43,
ORD_010340,CUST_01439,REST_0113,2025-11-11 19:35:53.447894,Delivered,136.27,44.27,10,NEWUSER,Card,92.0,
ORD_010341,CUST_02926,REST_0122,2025-11-11 13:25:07.447894,Delivered,102.79,19.05,5,FREESHIP,Card,83.74000000000001,
ORD_010342,CUST_06987,REST_0386,2025-12-27 02:40:21.447894,Delivered,372.02,3.07,0,FREESHIP,Card,368.95,
ORD_010343,CUST_04820,REST_0108,2025-12-09 02:30:07.447894,Delivered,360.37,13.67,10,FREESHIP,Card,346.7,
ORD_010344,CUST_05372,REST_0342,2025-11-02 11:01:37.447894,Delivered,93.54,32.5,0,,Card,61.040000000000006,
ORD_010345,CUST_04704,REST_0272,2026-01-02 11:09:11.447894,Delivered,414.35,27.21,5,,Card,387.14000000000004,
ORD_010346,CUST_06713,REST_0258,2025-12-20 16:19:59.447894,Cancelled,191.21,17.92,10,NEWUSER,Card,173.29000000000002,Payment Failed
ORD_010347,CUST_06378,REST_0463,2025-10-29 10:09:41.447894,Delivered,251.43,25.73,0,SAVE10,Card,225.70000000000002,
ORD_010348,CUST_00358,REST_0198,2025-11-20 22:34:53.447894,Delivered,352.82,49.85,5,,Wallet,302.96999999999997,
ORD_010349,CUST_03398,REST_0407,2025-12-25 18:46:37.447894,Delivered,315.45,34.83,10,NEWUSER,Card,280.62,
ORD_010350,CUST_09281,REST_0382,2025-12-23 17:04:32.447894,Delivered,343.73,32.75,5,NEWUSER,Card,310.98,
ORD_010351,CUST_00293,REST_0118,2025-10-19 12:26:59.447894,Delivered,83.9,27.77,10,,Wallet,56.13000000000001,
ORD_010352,CUST_05444,REST_0156,2025-12-05 07:46:11.447894,Delivered,165.39,9.18,15,SAVE10,Card,156.20999999999998,
ORD_010353,CUST_09183,REST_0128,2025-12-24 08:35:25.447894,Cancelled,411.77,30.9,15,FREESHIP,Card,380.87,Payment Failed
ORD_010354,CUST_02577,REST_0043,2025-11-10 13:23:28.447894,Delivered,467.16,28.92,15,SAVE10,Cash,438.24,
ORD_010355,CUST_06279,REST_0063,2025-12-14 17:31:01.447894,Delivered,224.37,39.35,5,FREESHIP,Wallet,185.02,
ORD_010356,CUST_00820,REST_0381,2025-12-01 22:18:11.447894,Delivered,482.24,16.35,10,NEWUSER,Wallet,465.89,
ORD_010357,CUST_04226,REST_0145,2025-12-20 02:08:06.447894,Delivered,467.79,20.05,15,,Wallet,447.74,
ORD_010358,CUST_03621,REST_0420,2025-11-27 21:03:20.447894,Cancelled,429.94,49.61,15,FREESHIP,Wallet,380.33,Item Unavailable
ORD_010359,CUST_07930,REST_0275,2025-10-18 05:40:45.447894,Delivered,382.72,17.35,5,,Cash,365.37,
ORD_010360,CUST_06713,REST_0389,2025-12-30 20:45:52.447894,Delivered,279.47,27.51,15,FREESHIP,Card,251.96000000000004,
ORD_010361,CUST_04689,REST_0023,2025-11-08 03:26:01.447894,Delivered,130.0,15.99,5,NEWUSER,Card,114.01,
ORD_010362,CUST_01925,REST_0364,2025-11-25 16:42:02.447894,Delivered,149.52,32.35,5,NEWUSER,Card,117.17000000000002,
ORD_010363,CUST_05752,REST_0275,2025-12-14 13:39:26.447894,Delivered,105.76,38.63,0,SAVE10,Wallet,67.13,
ORD_010364,CUST_05615,REST_0384,2025-11-23 07:27:49.447894,Delivered,428.73,34.27,0,FREESHIP,Card,394.46000000000004,
ORD_010365,CUST_04635,REST_0129,2025-11-05 06:50:52.447894,Delivered,33.0,28.04,5,NEWUSER,Card,4.960000000000001,
ORD_010366,CUST_04357,REST_0411,2025-10-20 13:47:49.447894,Delivered,155.43,15.58,5,FREESHIP,Cash,139.85,
ORD_010367,CUST_03645,REST_0299,2025-11-08 08:20:04.447894,Delivered,314.53,29.22,15,FREESHIP,Wallet,285.30999999999995,
ORD_010368,CUST_03208,REST_0281,2025-10-22 17:21:08.447894,Cancelled,493.36,38.67,10,NEWUSER,Card,454.69,Customer Cancelled
ORD_010369,CUST_02657,REST_0182,2025-12-19 20:01:41.447894,Delivered,170.04,7.75,15,SAVE10,Wallet,162.29,
ORD_010370,CUST_09877,REST_0262,2025-11-16 19:14:51.447894,Cancelled,128.97,22.15,15,FREESHIP,Card,106.82,Item Unavailable
ORD_010371,CUST_01251,REST_0228,2025-11-08 21:26:44.447894,Delivered,65.44,43.77,10,FREESHIP,Card,21.669999999999995,
ORD_010372,CUST_00228,REST_0251,2025-11-03 19:05:44.447894,Delivered,163.51,25.07,15,NEWUSER,Card,138.44,
ORD_010373,CUST_03899,REST_0081,2025-11-23 21:49:49.447894,Delivered,418.6,44.97,0,,Wallet,373.63,
ORD_010374,CUST_02874,REST_0076,2025-12-27 15:21:40.447894,Delivered,91.59,4.18,10,FREESHIP,Cash,87.41,
ORD_010375,CUST_09452,REST_0281,2025-12-15 03:38:48.447894,Cancelled,99.78,13.44,15,NEWUSER,Wallet,86.34,Payment Failed
ORD_010376,CUST_05140,REST_0202,2025-11-26 21:20:13.447894,Delivered,97.11,25.26,0,NEWUSER,Wallet,71.85,
ORD_010377,CUST_06568,REST_0119,2025-11-19 05:16:16.447894,Delivered,84.69,9.54,15,,Card,75.15,
ORD_010378,CUST_06557,REST_0252,2025-10-31 05:36:39.447894,Delivered,242.91,28.73,5,SAVE10,Card,214.18,
ORD_010379,CUST_03461,REST_0122,2025-12-16 20:49:07.447894,Delivered,418.96,24.04,5,SAVE10,Card,394.91999999999996,
ORD_010380,CUST_02515,REST_0174,2025-12-25 01:44:16.447894,Delivered,246.0,46.79,15,SAVE10,Wallet,199.21,
ORD_010381,CUST_04285,REST_0359,2026-01-03 13:38:56.447894,Delivered,285.68,32.81,5,,Card,252.87,
ORD_010382,CUST_05505,REST_0059,2025-11-17 03:26:51.447894,In Progress,298.77,0.7,0,SAVE10,Cash,298.07,
ORD_010383,CUST_06063,REST_0375,2025-10-26 14:17:39.447894,Delivered,211.13,42.16,0,FREESHIP,Card,168.97,
ORD_010384,CUST_03170,REST_0055,2025-12-25 18:16:04.447894,Cancelled,189.39,32.39,10,SAVE10,Card,157.0,Customer Cancelled
ORD_010385,CUST_06414,REST_0152,2025-11-02 02:54:36.447894,Delivered,327.4,10.15,10,,Wallet,317.25,
ORD_010386,CUST_00665,REST_0331,2025-11-24 15:19:59.447894,Delivered,194.6,12.35,0,FREESHIP,Card,182.25,
ORD_010387,CUST_05338,REST_0152,2025-11-04 20:19:23.447894,Delivered,84.99,34.37,15,NEWUSER,Card,50.62,
ORD_010388,CUST_01184,REST_0387,2025-11-04 00:56:08.447894,Delivered,435.48,28.85,15,,Card,406.63,
ORD_010389,CUST_06740,REST_0168,2025-11-15 00:49:27.447894,Delivered,305.69,21.96,10,SAVE10,Wallet,283.73,
ORD_010390,CUST_02633,REST_0148,2026-01-01 13:45:46.447894,Cancelled,419.44,15.79,10,,Cash,403.65,Restaurant Busy
ORD_010391,CUST_03066,REST_0343,2025-12-03 21:07:36.447894,Delivered,254.3,41.31,10,FREESHIP,Wallet,212.99,
ORD_010392,CUST_01890,REST_0197,2025-11-12 12:04:39.447894,Delivered,332.43,39.68,10,NEWUSER,Card,292.75,
ORD_010393,CUST_00960,REST_0124,2025-10-25 12:09:01.447894,Delivered,462.16,43.24,5,SAVE10,Wallet,418.92,
ORD_010394,CUST_08350,REST_0228,2025-10-28 05:37:23.447894,Delivered,381.94,40.24,0,,Card,341.7,
ORD_010395,CUST_02008,REST_0333,2025-12-29 02:57:07.447894,Delivered,194.87,47.17,0,NEWUSER,Wallet,147.7,
ORD_010396,CUST_00722,REST_0484,2025-12-05 04:38:22.447894,Cancelled,184.34,5.54,0,,Cash,178.8,Payment Failed
ORD_010397,CUST_07701,REST_0454,2025-11-25 03:41:47.447894,Cancelled,158.05,25.67,5,,Card,132.38,Customer Cancelled
ORD_010398,CUST_07519,REST_0194,2025-11-25 19:09:40.447894,Delivered,253.69,15.66,5,FREESHIP,Cash,238.03,
ORD_010399,CUST_01255,REST_0349,2025-11-02 18:06:30.447894,Delivered,462.45,19.34,0,SAVE10,Card,443.11,
ORD_010400,CUST_02346,REST_0453,2025-11-27 19:29:57.447894,Delivered,38.31,46.08,10,FREESHIP,Card,-7.769999999999996,
ORD_010401,CUST_04541,REST_0079,2025-11-25 13:43:44.447894,Delivered,387.51,39.37,5,FREESHIP,Card,348.14,
ORD_010402,CUST_00105,REST_0008,2025-11-09 04:34:52.447894,Delivered,195.65,1.62,10,FREESHIP,Card,194.03,
ORD_010403,CUST_01662,REST_0354,2025-12-24 13:44:05.447894,Delivered,410.75,22.5,15,,Card,388.25,
ORD_010404,CUST_05419,REST_0373,2025-12-23 03:10:03.447894,Delivered,233.91,12.25,15,SAVE10,Card,221.66,
ORD_010405,CUST_01092,REST_0055,2025-12-06 21:30:55.447894,Delivered,369.38,29.12,10,NEWUSER,Card,340.26,
ORD_010406,CUST_08730,REST_0037,2025-10-24 00:10:47.447894,Delivered,423.8,15.98,10,NEWUSER,Cash,407.82,
ORD_010407,CUST_05740,REST_0346,2025-10-13 09:37:29.447894,Delivered,251.05,24.17,0,FREESHIP,Card,226.88,
ORD_010408,CUST_06961,REST_0457,2025-12-23 20:28:14.447894,Cancelled,374.14,18.67,0,FREESHIP,Card,355.46999999999997,Restaurant Busy
ORD_010409,CUST_09257,REST_0249,2025-12-06 03:47:17.447894,In Progress,62.14,1.81,10,FREESHIP,Card,60.33,
ORD_010410,CUST_01572,REST_0200,2025-12-27 09:59:09.447894,Delivered,170.02,14.73,5,SAVE10,Cash,155.29000000000002,
ORD_010411,CUST_03016,REST_0270,2025-12-06 03:51:09.447894,Delivered,181.51,34.11,0,SAVE10,Wallet,147.39999999999998,
ORD_010412,CUST_07007,REST_0432,2025-10-13 23:06:50.447894,Delivered,253.52,41.59,0,FREESHIP,Wallet,211.93,
ORD_010413,CUST_03447,REST_0089,2025-12-21 14:40:33.447894,Delivered,334.02,40.02,0,,Card,294.0,
ORD_010414,CUST_01430,REST_0226,2025-11-16 12:50:13.447894,Delivered,250.96,12.53,0,FREESHIP,Wallet,238.43,
ORD_010415,CUST_00242,REST_0323,2025-12-07 11:02:16.447894,Delivered,426.29,40.66,5,SAVE10,Card,385.63,
ORD_010416,CUST_07087,REST_0160,2025-10-09 05:37:56.447894,Delivered,151.35,41.31,5,SAVE10,Card,110.03999999999999,
ORD_010417,CUST_09555,REST_0420,2025-12-22 22:56:23.447894,Cancelled,93.39,26.26,0,FREESHIP,Card,67.13,Rider Unavailable
ORD_010418,CUST_02068,REST_0495,2025-11-15 07:17:54.447894,Delivered,204.29,16.29,5,NEWUSER,Wallet,188.0,
ORD_010419,CUST_07832,REST_0389,2026-01-02 10:03:25.447894,Delivered,143.96,40.92,0,SAVE10,Wallet,103.04,
ORD_010420,CUST_07339,REST_0335,2025-12-29 17:29:18.447894,Delivered,308.94,5.23,0,FREESHIP,Card,303.71,
ORD_010421,CUST_06888,REST_0122,2025-10-08 09:06:06.447894,Delivered,298.04,47.8,10,FREESHIP,Card,250.24,
ORD_010422,CUST_05136,REST_0476,2025-11-14 00:23:33.447894,Delivered,376.31,16.75,5,FREESHIP,Wallet,359.56,
ORD_010423,CUST_07451,REST_0274,2026-01-02 04:52:21.447894,Delivered,399.44,6.58,10,SAVE10,Card,392.86,
ORD_010424,CUST_00301,REST_0237,2025-10-17 11:13:39.447894,Delivered,96.7,37.18,10,FREESHIP,Card,59.52,
ORD_010425,CUST_02829,REST_0267,2026-01-04 08:11:44.447894,Delivered,191.91,22.08,5,FREESHIP,Wallet,169.82999999999998,
ORD_010426,CUST_05378,REST_0330,2025-11-30 11:35:09.447894,Delivered,66.99,26.23,0,,Card,40.75999999999999,
ORD_010427,CUST_05708,REST_0132,2025-11-14 04:49:55.447894,Delivered,349.47,2.01,0,FREESHIP,Card,347.46000000000004,
ORD_010428,CUST_02401,REST_0382,2025-10-29 21:02:00.447894,Cancelled,406.67,15.73,5,SAVE10,Wallet,390.94,Restaurant Busy
ORD_010429,CUST_03159,REST_0404,2025-12-21 15:21:45.447894,Cancelled,481.9,11.07,15,FREESHIP,Wallet,470.83,Item Unavailable
ORD_010430,CUST_07995,REST_0389,2025-11-28 03:22:36.447894,In Progress,479.79,20.72,10,FREESHIP,Card,459.07000000000005,
ORD_010431,CUST_01021,REST_0447,2025-12-15 10:00:34.447894,Delivered,326.95,3.85,0,FREESHIP,Card,323.09999999999997,
ORD_010432,CUST_01550,REST_0182,2026-01-01 16:54:34.447894,Delivered,377.49,11.96,10,SAVE10,Cash,365.53000000000003,
ORD_010433,CUST_07966,REST_0193,2025-11-27 22:45:26.447894,Delivered,128.09,8.86,10,SAVE10,Card,119.23,
ORD_010434,CUST_06903,REST_0461,2025-11-10 20:20:44.447894,Cancelled,304.0,14.7,10,,Card,289.3,Rider Unavailable
ORD_010435,CUST_00878,REST_0110,2025-11-17 19:03:04.447894,Delivered,185.49,24.05,5,FREESHIP,Card,161.44,
ORD_010436,CUST_07010,REST_0214,2025-11-24 07:23:03.447894,Delivered,81.25,47.96,10,FREESHIP,Cash,33.29,
ORD_010437,CUST_03081,REST_0240,2025-12-15 02:41:27.447894,In Progress,260.56,24.62,0,NEWUSER,Card,235.94,
ORD_010438,CUST_03535,REST_0141,2026-01-01 15:24:07.447894,Delivered,227.91,47.66,0,FREESHIP,Cash,180.25,
ORD_010439,CUST_07792,REST_0463,2026-01-01 18:26:55.447894,Delivered,62.52,20.77,15,NEWUSER,Wallet,41.75,
ORD_010440,CUST_09513,REST_0073,2025-10-10 04:08:47.447894,Delivered,478.57,3.21,15,FREESHIP,Card,475.36,
ORD_010441,CUST_05337,REST_0003,2025-12-05 18:06:07.447894,Delivered,479.53,10.51,15,,Wallet,469.02,
ORD_010442,CUST_03104,REST_0002,2025-11-05 15:33:29.447894,Delivered,292.62,19.39,15,SAVE10,Cash,273.23,
ORD_010443,CUST_02837,REST_0396,2025-11-29 19:13:01.447894,Delivered,473.86,48.86,10,FREESHIP,Card,425.0,
ORD_010444,CUST_06314,REST_0344,2025-10-30 14:00:49.447894,Delivered,151.36,40.49,5,NEWUSER,Card,110.87,
ORD_010445,CUST_02118,REST_0210,2025-12-09 16:28:17.447894,Delivered,402.01,3.5,10,NEWUSER,Cash,398.51,
ORD_010446,CUST_09327,REST_0312,2025-10-22 06:20:43.447894,In Progress,476.1,8.68,10,NEWUSER,Wallet,467.42,
ORD_010447,CUST_02718,REST_0058,2025-11-06 06:10:02.447894,Delivered,215.79,29.28,10,FREESHIP,Wallet,186.51,
ORD_010448,CUST_08127,REST_0484,2025-10-25 16:44:20.447894,Cancelled,172.17,48.14,0,SAVE10,Wallet,124.02999999999999,Rider Unavailable
ORD_010449,CUST_06415,REST_0217,2025-10-22 00:55:55.447894,Cancelled,356.45,20.49,15,FREESHIP,Cash,335.96,Customer Cancelled
ORD_010450,CUST_07442,REST_0436,2025-10-10 22:14:56.447894,Delivered,252.67,41.59,5,SAVE10,Wallet,211.07999999999998,
ORD_010451,CUST_08382,REST_0399,2025-12-28 12:01:43.447894,Delivered,207.91,16.32,15,NEWUSER,Card,191.59,
ORD_010452,CUST_03380,REST_0257,2025-10-11 15:30:13.447894,Delivered,395.56,9.73,10,,Card,385.83,
ORD_010453,CUST_01570,REST_0456,2025-10-23 09:33:17.447894,Delivered,142.46,15.95,15,,Cash,126.51,
ORD_010454,CUST_03926,REST_0113,2025-11-18 04:26:29.447894,Delivered,353.44,31.02,5,FREESHIP,Card,322.42,
ORD_010455,CUST_01488,REST_0485,2025-10-13 18:12:49.447894,Delivered,212.18,29.56,5,,Wallet,182.62,
ORD_010456,CUST_08760,REST_0071,2025-10-19 18:48:41.447894,Delivered,152.82,22.35,10,SAVE10,Cash,130.47,
ORD_010457,CUST_03824,REST_0483,2025-12-03 12:46:56.447894,Delivered,467.59,34.42,15,FREESHIP,Card,433.16999999999996,
ORD_010458,CUST_03505,REST_0102,2025-11-22 20:16:28.447894,Cancelled,146.51,11.89,10,FREESHIP,Card,134.62,Payment Failed
ORD_010459,CUST_02623,REST_0045,2025-11-03 08:00:12.447894,Delivered,211.81,4.04,0,NEWUSER,Wallet,207.77,
ORD_010460,CUST_05520,REST_0144,2025-12-10 11:55:58.447894,Delivered,321.91,30.75,10,NEWUSER,Card,291.16,
ORD_010461,CUST_06736,REST_0123,2025-10-22 18:16:20.447894,Delivered,58.71,6.98,15,NEWUSER,Cash,51.730000000000004,
ORD_010462,CUST_00914,REST_0273,2025-11-03 20:37:34.447894,Delivered,78.01,25.59,0,NEWUSER,Card,52.42,
ORD_010463,CUST_05230,REST_0230,2025-10-09 01:37:13.447894,Delivered,325.6,17.01,10,SAVE10,Wallet,308.59000000000003,
ORD_010464,CUST_08240,REST_0030,2025-11-26 08:11:41.447894,Delivered,307.86,1.62,15,NEWUSER,Card,306.24,
ORD_010465,CUST_08936,REST_0293,2025-11-13 17:23:39.447894,Delivered,313.25,23.11,5,SAVE10,Cash,290.14,
ORD_010466,CUST_05202,REST_0274,2025-11-13 10:43:32.447894,Delivered,308.8,43.83,0,NEWUSER,Wallet,264.97,
ORD_010467,CUST_05398,REST_0484,2025-10-25 22:29:38.447894,Delivered,422.28,44.09,15,NEWUSER,Card,378.18999999999994,
ORD_010468,CUST_06696,REST_0204,2025-11-02 03:10:21.447894,Delivered,185.29,36.34,5,,Card,148.95,
ORD_010469,CUST_00542,REST_0476,2025-11-03 21:43:41.447894,Delivered,112.53,23.96,0,NEWUSER,Wallet,88.57,
ORD_010470,CUST_04863,REST_0240,2025-10-17 23:12:11.447894,Delivered,451.79,17.29,0,NEWUSER,Card,434.5,
ORD_010471,CUST_09399,REST_0267,2025-10-21 23:10:58.447894,Delivered,292.95,1.53,15,FREESHIP,Wallet,291.42,
ORD_010472,CUST_08376,REST_0060,2025-11-03 11:24:41.447894,Delivered,400.81,36.09,10,FREESHIP,Card,364.72,
ORD_010473,CUST_07722,REST_0443,2025-12-17 04:58:45.447894,In Progress,120.22,45.55,15,FREESHIP,Card,74.67,
ORD_010474,CUST_08181,REST_0235,2025-10-09 02:10:08.447894,Delivered,247.94,29.23,5,SAVE10,Card,218.71,
ORD_010475,CUST_06610,REST_0247,2025-12-17 01:32:21.447894,Delivered,85.57,49.92,15,SAVE10,Wallet,35.64999999999999,
ORD_010476,CUST_04735,REST_0454,2025-11-07 18:31:45.447894,Delivered,76.49,32.57,10,SAVE10,Cash,43.919999999999995,
ORD_010477,CUST_04690,REST_0154,2025-11-30 06:55:17.447894,Delivered,243.48,8.03,5,NEWUSER,Card,235.45,
ORD_010478,CUST_09449,REST_0080,2025-10-10 00:29:48.447894,Cancelled,309.69,25.22,0,NEWUSER,Wallet,284.47,Restaurant Busy
ORD_010479,CUST_04097,REST_0038,2025-10-12 08:11:17.447894,Delivered,465.95,28.22,5,,Card,437.73,
ORD_010480,CUST_07152,REST_0137,2025-11-24 16:49:15.447894,Delivered,52.95,38.83,5,FREESHIP,Card,14.120000000000005,
ORD_010481,CUST_04815,REST_0466,2025-11-22 07:26:08.447894,Delivered,205.14,33.27,5,FREESHIP,Wallet,171.86999999999998,
